snapshot_date,account_id,arr_usd,active_subscription_lines
2025-06-30,A1358,14216.334151940002,2
2025-06-30,A1359,9492.036295060001,2
2025-06-30,A1361,10974.439999999999,2
2025-06-30,A1362,66430.38,2
2025-06-30,A1363,8244.044326000001,1
2025-06-30,A1365,8632.789116,1
2025-06-30,A1366,42507.01,2
2025-06-30,A1368,129907.31,2
2025-06-30,A1370,44210.0,3
2025-06-30,A1372,127906.94,2
2025-06-30,A1375,432695.57601941004,2
2025-06-30,A1378,180830.0,1
2025-06-30,A1384,96076.4,2
2025-06-30,A1385,18921.760000000002,3
2025-06-30,A1386,53084.83446463999,2
2025-06-30,A1392,13597.36205105,2
2025-06-30,A1394,36046.75,2
2025-06-30,A1395,17994.94196285,2
2025-06-30,A1397,20409.09,2
2025-06-30,A1398,4764.5089800000005,1
2025-06-30,A1399,35208.5,4
2025-06-30,A1400,189699.91999999998,2
2025-06-30,A1401,2619.64564692,3
2025-06-30,A1403,9072.0,1
2025-06-30,A1404,190500.0,1
2025-06-30,A1407,1345.988728,1
2025-06-30,A1410,98600.0,1
2025-06-30,A1412,404543.54655998,2
2025-06-30,A1413,6132.0,1
2025-06-30,A1414,110004.14,4
2025-06-30,A1415,10689.0,1
2025-06-30,A1416,66504.55750227,4
2025-06-30,A1417,156633.33,1
2025-06-30,A1418,7441.856573270001,1
2025-06-30,A1419,3038.3100906000004,3
2025-07-31,A1000,26964.0,1
2025-07-31,A1005,16506.0,1
2025-07-31,A1009,561669.0,2
2025-07-31,A1010,21567.02610062,1
2025-07-31,A1014,4533.52292269,2
2025-07-31,A1016,17008.950311999997,2
2025-07-31,A1017,8845.9514,1
2025-07-31,A1019,10800.0,1
2025-07-31,A1022,39744.828782230004,4
2025-07-31,A1024,170577.27000000002,2
2025-07-31,A1026,15157.33,2
2025-07-31,A1027,11312.0,1
2025-07-31,A1028,348600.82999999996,4
2025-07-31,A1029,184257.673236,1
2025-07-31,A1031,273408.10717896005,4
2025-07-31,A1032,105391.31,2
2025-07-31,A1033,77500.0,1
2025-07-31,A1035,155111.83,2
2025-07-31,A1037,57297.83,2
2025-07-31,A1038,25881.0,2
2025-07-31,A1039,12373.05,1
2025-07-31,A1040,121142.0,4
2025-07-31,A1041,15207.0,3
2025-07-31,A1043,9257.391,1
2025-07-31,A1044,10878.0,1
2025-07-31,A1046,24206.219999999998,2
2025-07-31,A1048,30592.18,2
2025-07-31,A1050,7875.81796716,1
2025-07-31,A1051,68620.66,2
2025-07-31,A1052,101500.0,2
2025-07-31,A1053,7374.360000000001,2
2025-07-31,A1054,135836.69220000002,1
2025-07-31,A1055,16090.33013406,3
2025-07-31,A1057,153174.0,1
2025-07-31,A1060,74617.22,2
2025-07-31,A1062,26058.940000000002,2
2025-07-31,A1064,20300.0,1
2025-07-31,A1066,111976.64,3
2025-07-31,A1067,46005.46,3
2025-07-31,A1068,97636.38,2
2025-07-31,A1070,6482.0,1
2025-07-31,A1071,18291.0,1
2025-07-31,A1072,16850.028436020002,2
2025-07-31,A1074,53474.514511860005,2
2025-07-31,A1077,87800.0,1
2025-07-31,A1078,23688.0,1
2025-07-31,A1080,174090.93,3
2025-07-31,A1081,13692.0,1
2025-07-31,A1084,35400.0,1
2025-07-31,A1087,188278.7,4
2025-07-31,A1088,44814.11437789,3
2025-07-31,A1089,3223.1985208199994,3
2025-07-31,A1090,2670.33,1
2025-07-31,A1093,3780.0,1
2025-07-31,A1097,9925.46,2
2025-07-31,A1098,494600.0,1
2025-07-31,A1099,421963.82381439,2
2025-07-31,A1102,75101.06,2
2025-07-31,A1104,9192.439999999999,2
2025-07-31,A1108,12085.1,2
2025-07-31,A1111,479689.78714942996,3
2025-07-31,A1117,10296.39,2
2025-07-31,A1119,290444.0,2
2025-07-31,A1121,21462.0,1
2025-07-31,A1123,33966.020088000005,2
2025-07-31,A1124,240632.59999999998,4
2025-07-31,A1125,88536.0,2
2025-07-31,A1128,115364.83,4
2025-07-31,A1130,476123.72000000003,2
2025-07-31,A1131,147538.55,2
2025-07-31,A1133,32725.808050139996,3
2025-07-31,A1134,80305.93315888001,2
2025-07-31,A1136,37600.0,4
2025-07-31,A1137,90066.67,1
2025-07-31,A1138,150176.53,2
2025-07-31,A1142,86289.0,1
2025-07-31,A1143,140070.0,1
2025-07-31,A1144,5698.85,2
2025-07-31,A1145,10542.0,1
2025-07-31,A1147,27108.11977159,4
2025-07-31,A1148,12088.67,2
2025-07-31,A1150,248557.97569889002,2
2025-07-31,A1151,58923.56354542,3
2025-07-31,A1154,83294.78131728001,3
2025-07-31,A1156,198627.36,2
2025-07-31,A1157,4058.0287748,2
2025-07-31,A1159,146600.0,1
2025-07-31,A1164,20803.329999999998,2
2025-07-31,A1166,411991.48458702,4
2025-07-31,A1168,21840.0,1
2025-07-31,A1169,160000.0,1
2025-07-31,A1170,197997.91,3
2025-07-31,A1171,21126.0,1
2025-07-31,A1174,48471.0,1
2025-07-31,A1175,6906.55,2
2025-07-31,A1178,25830.0,1
2025-07-31,A1179,143296.16999999998,2
2025-07-31,A1183,73397.3928597,2
2025-07-31,A1184,258768.3,3
2025-07-31,A1186,42543.11,2
2025-07-31,A1187,50204.53,3
2025-07-31,A1188,415403.56,2
2025-07-31,A1189,65300.0,1
2025-07-31,A1190,244725.83155742998,2
2025-07-31,A1193,10230.92300592,3
2025-07-31,A1195,384361.37,4
2025-07-31,A1196,600993.6008707801,4
2025-07-31,A1198,60207.0,2
2025-07-31,A1200,16057.779510240001,2
2025-07-31,A1201,8303.22142364,2
2025-07-31,A1202,400181.45999999996,3
2025-07-31,A1204,18732.0,1
2025-07-31,A1206,258214.74,4
2025-07-31,A1207,11700.0,1
2025-07-31,A1208,43226.56,2
2025-07-31,A1209,71975.98159362,2
2025-07-31,A1210,12404.518308,1
2025-07-31,A1211,2105.68303188,4
2025-07-31,A1213,214756.72000000003,2
2025-07-31,A1215,216142.41999999998,2
2025-07-31,A1217,6909.46,2
2025-07-31,A1219,78474.1,4
2025-07-31,A1221,366845.33780856,4
2025-07-31,A1222,49835.971273660005,2
2025-07-31,A1224,35123.64,4
2025-07-31,A1225,11004.0,1
2025-07-31,A1227,18850.0,1
2025-07-31,A1228,25159.449999999997,2
2025-07-31,A1229,74500.0,1
2025-07-31,A1231,65421.632556,1
2025-07-31,A1232,73609.2,1
2025-07-31,A1233,134961.88,4
2025-07-31,A1235,2619.4482,1
2025-07-31,A1236,39097.630000000005,3
2025-07-31,A1237,198479.33784087,3
2025-07-31,A1238,6678.0,1
2025-07-31,A1240,12586.16,2
2025-07-31,A1244,15418.09,2
2025-07-31,A1245,30953.886856750003,4
2025-07-31,A1246,138202.45878010002,2
2025-07-31,A1248,65940.0,1
2025-07-31,A1250,193046.56,2
2025-07-31,A1251,67116.01148694,4
2025-07-31,A1256,18773.806582619996,2
2025-07-31,A1261,73233.28,2
2025-07-31,A1263,237994.56,2
2025-07-31,A1264,150620.79622304,3
2025-07-31,A1266,86444.25,2
2025-07-31,A1270,60519.736151289995,2
2025-07-31,A1271,30308.68,1
2025-07-31,A1272,8316.0,1
2025-07-31,A1273,26883.12,1
2025-07-31,A1274,137639.54769136,2
2025-07-31,A1276,14474.753707700002,2
2025-07-31,A1278,3927.220192,1
2025-07-31,A1279,25242.0,2
2025-07-31,A1282,24570.0,1
2025-07-31,A1283,7644.0,1
2025-07-31,A1286,305800.0,2
2025-07-31,A1289,14683.167223920002,2
2025-07-31,A1291,3660.95,2
2025-07-31,A1293,27390.672311039998,2
2025-07-31,A1295,3443.08,1
2025-07-31,A1296,249846.40000000002,2
2025-07-31,A1297,131400.0,1
2025-07-31,A1298,62510.19913548,2
2025-07-31,A1302,25493.733641089995,2
2025-07-31,A1303,105606.08,4
2025-07-31,A1305,78500.0,1
2025-07-31,A1306,587365.94,4
2025-07-31,A1307,467553.55999999994,2
2025-07-31,A1308,11005.7436,1
2025-07-31,A1310,14448.0,1
2025-07-31,A1312,59315.18993400001,2
2025-07-31,A1314,95800.0,1
2025-07-31,A1315,420649.87,4
2025-07-31,A1319,223590.63,3
2025-07-31,A1320,39800.0,1
2025-07-31,A1322,4666.4400000000005,2
2025-07-31,A1323,125777.02468113,4
2025-07-31,A1326,338633.13,3
2025-07-31,A1329,114030.0,1
2025-07-31,A1330,170500.0,1
2025-07-31,A1333,4752.28,1
2025-07-31,A1335,159700.0,1
2025-07-31,A1336,6561.438200250001,2
2025-07-31,A1337,132804.0,1
2025-07-31,A1343,231994.69,4
2025-07-31,A1344,55819.32,3
2025-07-31,A1346,39446.7,2
2025-07-31,A1349,60705.0,4
2025-07-31,A1353,256050.75600000002,1
2025-07-31,A1354,15719.552562,3
2025-07-31,A1355,6937.54,1
2025-07-31,A1356,34925.975999999995,1
2025-07-31,A1357,29387.528352,1
2025-07-31,A1358,14352.32422278,2
2025-07-31,A1359,9467.36919986,2
2025-07-31,A1361,10974.439999999999,2
2025-07-31,A1362,32781.73,1
2025-07-31,A1363,8222.620406,1
2025-07-31,A1365,8890.792092000002,1
2025-07-31,A1366,117965.73,4
2025-07-31,A1368,129907.31,2
2025-07-31,A1370,44210.0,3
2025-07-31,A1372,127906.94,2
2025-07-31,A1375,431571.12362221,2
2025-07-31,A1378,180830.0,1
2025-07-31,A1384,96076.4,2
2025-07-31,A1385,18921.760000000002,3
2025-07-31,A1386,54671.34898368001,2
2025-07-31,A1392,13562.026385050001,2
2025-07-31,A1393,90700.0,1
2025-07-31,A1394,36046.75,2
2025-07-31,A1395,17948.17824085,2
2025-07-31,A1396,23065.4,2
2025-07-31,A1397,20409.09,2
2025-07-31,A1398,4752.12738,1
2025-07-31,A1399,35208.5,4
2025-07-31,A1400,189699.91999999998,2
2025-07-31,A1401,2644.70455404,3
2025-07-31,A1403,9072.0,1
2025-07-31,A1404,190500.0,1
2025-07-31,A1407,10334.027736,2
2025-07-31,A1410,98600.0,1
2025-07-31,A1412,403492.25325838005,2
2025-07-31,A1413,6132.0,1
2025-07-31,A1414,110004.14,4
2025-07-31,A1415,10689.0,1
2025-07-31,A1416,64898.17503903001,4
2025-07-31,A1417,156633.33,1
2025-07-31,A1418,7262.102458030001,1
2025-07-31,A1419,6783.3352422,4
2025-08-31,A1000,26964.0,1
2025-08-31,A1005,16506.0,1
2025-08-31,A1009,561669.0,2
2025-08-31,A1010,22310.04714568,1
2025-08-31,A1014,4435.182829039999,2
2025-08-31,A1016,17029.304964000003,2
2025-08-31,A1017,9150.7096,1
2025-08-31,A1019,10800.0,1
2025-08-31,A1021,10533.50663337,2
2025-08-31,A1022,40784.30835352,4
2025-08-31,A1024,170577.27000000002,2
2025-08-31,A1026,16870.93,2
2025-08-31,A1027,11312.0,1
2025-08-31,A1028,348600.82999999996,4
2025-08-31,A1029,184828.364448,1
2025-08-31,A1031,274254.91915328,4
2025-08-31,A1032,105391.31,2
2025-08-31,A1033,77500.0,1
2025-08-31,A1034,41459.020000000004,2
2025-08-31,A1035,155111.83,2
2025-08-31,A1037,57297.83,2
2025-08-31,A1038,25881.0,2
2025-08-31,A1039,12373.05,1
2025-08-31,A1040,121142.0,4
2025-08-31,A1041,15207.0,3
2025-08-31,A1043,9576.324,1
2025-08-31,A1044,10878.0,1
2025-08-31,A1046,24206.219999999998,2
2025-08-31,A1048,30592.18,2
2025-08-31,A1050,8147.15340624,1
2025-08-31,A1051,68620.66,2
2025-08-31,A1052,101500.0,2
2025-08-31,A1053,7374.360000000001,2
2025-08-31,A1054,132890.15519999998,1
2025-08-31,A1055,16109.58547107,3
2025-08-31,A1057,153174.0,1
2025-08-31,A1060,74617.22,2
2025-08-31,A1062,26058.940000000002,2
2025-08-31,A1064,20300.0,1
2025-08-31,A1066,95596.64,2
2025-08-31,A1067,46005.46,3
2025-08-31,A1068,97636.38,2
2025-08-31,A1070,6482.0,1
2025-08-31,A1071,18291.0,1
2025-08-31,A1072,16902.21710736,2
2025-08-31,A1074,53640.138200479996,2
2025-08-31,A1076,42732.5487435,2
2025-08-31,A1077,87800.0,1
2025-08-31,A1078,23688.0,1
2025-08-31,A1080,174090.93,3
2025-08-31,A1081,13692.0,1
2025-08-31,A1084,35400.0,1
2025-08-31,A1087,188278.7,4
2025-08-31,A1088,46358.03749196,3
2025-08-31,A1089,3227.05573029,3
2025-08-31,A1090,2670.33,1
2025-08-31,A1093,3780.0,1
2025-08-31,A1097,9925.46,2
2025-08-31,A1098,494600.0,1
2025-08-31,A1099,436501.20137796004,2
2025-08-31,A1102,75101.06,2
2025-08-31,A1104,9192.439999999999,2
2025-08-31,A1108,12085.1,2
2025-08-31,A1110,37759.2327248,2
2025-08-31,A1111,536078.96787652,4
2025-08-31,A1117,10296.39,2
2025-08-31,A1119,290444.0,2
2025-08-31,A1121,21462.0,1
2025-08-31,A1122,25000.0,1
2025-08-31,A1123,34071.221183999995,2
2025-08-31,A1124,80380.34,2
2025-08-31,A1125,88536.0,2
2025-08-31,A1128,115364.83,4
2025-08-31,A1130,476123.72000000003,2
2025-08-31,A1131,147538.55,2
2025-08-31,A1133,32764.97110383,3
2025-08-31,A1134,83072.61031232,2
2025-08-31,A1136,37600.0,4
2025-08-31,A1137,90066.67,1
2025-08-31,A1138,150176.53,2
2025-08-31,A1142,86289.0,1
2025-08-31,A1143,140070.0,1
2025-08-31,A1144,5698.85,2
2025-08-31,A1145,10542.0,1
2025-08-31,A1147,28042.04099876,4
2025-08-31,A1148,12088.67,2
2025-08-31,A1150,257121.22433596,2
2025-08-31,A1151,57645.40771471999,3
2025-08-31,A1154,83552.76568704,3
2025-08-31,A1156,198627.36,2
2025-08-31,A1157,4197.8348272,2
2025-08-31,A1159,156862.0,1
2025-08-31,A1160,194066.66999999998,2
2025-08-31,A1163,52355.95,2
2025-08-31,A1164,20803.329999999998,2
2025-08-31,A1166,260973.39869119998,3
2025-08-31,A1168,21840.0,1
2025-08-31,A1169,160000.0,1
2025-08-31,A1170,197997.91,3
2025-08-31,A1171,21126.0,1
2025-08-31,A1174,48471.0,1
2025-08-31,A1175,6906.55,2
2025-08-31,A1178,25830.0,1
2025-08-31,A1179,143296.16999999998,2
2025-08-31,A1183,73624.7225896,2
2025-08-31,A1184,258768.3,3
2025-08-31,A1186,42543.11,2
2025-08-31,A1187,50204.53,3
2025-08-31,A1188,415403.56,2
2025-08-31,A1189,65300.0,1
2025-08-31,A1190,239417.29742087997,2
2025-08-31,A1193,10243.16637624,3
2025-08-31,A1195,384361.37,4
2025-08-31,A1196,602855.02547504,4
2025-08-31,A1198,29757.0,1
2025-08-31,A1200,16107.514392320001,2
2025-08-31,A1201,8589.28164496,2
2025-08-31,A1202,400181.45999999996,3
2025-08-31,A1204,18732.0,1
2025-08-31,A1206,258214.74,4
2025-08-31,A1207,13455.0,1
2025-08-31,A1208,43226.56,2
2025-08-31,A1209,72198.90886416,2
2025-08-31,A1210,12442.938144,1
2025-08-31,A1211,2108.20290786,4
2025-08-31,A1213,214756.72000000003,2
2025-08-31,A1215,216142.41999999998,2
2025-08-31,A1217,6909.46,2
2025-08-31,A1219,78474.1,4
2025-08-31,A1221,275377.64447024,3
2025-08-31,A1222,51552.90597224,2
2025-08-31,A1224,35123.64,4
2025-08-31,A1225,21404.0,2
2025-08-31,A1226,3279.70052424,2
2025-08-31,A1227,18850.0,1
2025-08-31,A1228,25159.449999999997,2
2025-08-31,A1229,74500.0,1
2025-08-31,A1231,65499.922782,1
2025-08-31,A1232,73609.2,1
2025-08-31,A1233,134961.88,4
2025-08-31,A1235,2622.5829000000003,1
2025-08-31,A1236,39097.630000000005,3
2025-08-31,A1237,194173.97157192,3
2025-08-31,A1240,12586.16,2
2025-08-31,A1244,15418.09,2
2025-08-31,A1245,32020.301357,4
2025-08-31,A1246,142963.7705564,2
2025-08-31,A1248,65940.0,1
2025-08-31,A1250,193046.56,2
2025-08-31,A1251,67323.88623792,4
2025-08-31,A1256,18796.27324239,2
2025-08-31,A1261,73233.28,2
2025-08-31,A1263,237994.56,2
2025-08-31,A1264,155809.94102656,3
2025-08-31,A1266,86444.25,2
2025-08-31,A1270,59206.95652663999,2
2025-08-31,A1271,122056.03,3
2025-08-31,A1272,8316.0,1
2025-08-31,A1273,26883.12,1
2025-08-31,A1274,142381.46621503998,2
2025-08-31,A1276,9784.204713320001,1
2025-08-31,A1278,3842.0318719999996,1
2025-08-31,A1279,25242.0,2
2025-08-31,A1282,24570.0,1
2025-08-31,A1283,7644.0,1
2025-08-31,A1286,305800.0,2
2025-08-31,A1289,14728.644594559999,2
2025-08-31,A1291,3660.95,2
2025-08-31,A1293,27423.450794880002,2
2025-08-31,A1295,3443.08,1
2025-08-31,A1296,249846.40000000002,2
2025-08-31,A1297,131400.0,1
2025-08-31,A1298,62585.005242060004,2
2025-08-31,A1302,26372.036496759996,2
2025-08-31,A1303,105606.08,4
2025-08-31,A1305,78500.0,1
2025-08-31,A1306,587365.94,4
2025-08-31,A1307,467553.55999999994,2
2025-08-31,A1308,11018.914200000001,1
2025-08-31,A1310,67872.0,2
2025-08-31,A1312,61358.699976,2
2025-08-31,A1314,95800.0,1
2025-08-31,A1315,420649.87,4
2025-08-31,A1319,223590.63,3
2025-08-31,A1320,39800.0,1
2025-08-31,A1322,4666.4400000000005,2
2025-08-31,A1323,123048.69958007999,4
2025-08-31,A1326,338633.13,3
2025-08-31,A1329,114030.0,1
2025-08-31,A1330,170500.0,1
2025-08-31,A1333,4752.28,1
2025-08-31,A1335,159700.0,1
2025-08-31,A1336,6419.109053999999,2
2025-08-31,A1337,132804.0,1
2025-08-31,A1343,231994.69,4
2025-08-31,A1344,55819.32,3
2025-08-31,A1346,39446.7,2
2025-08-31,A1349,60705.0,4
2025-08-31,A1353,256843.808,1
2025-08-31,A1354,15378.567792,3
2025-08-31,A1355,6937.54,1
2025-08-31,A1356,34967.772000000004,1
2025-08-31,A1357,29478.548736,1
2025-08-31,A1358,14369.499683910002,2
2025-08-31,A1359,9793.536309039999,2
2025-08-31,A1361,10974.439999999999,2
2025-08-31,A1362,32781.73,1
2025-08-31,A1363,8505.903784,1
2025-08-31,A1365,8918.329056,1
2025-08-31,A1366,117965.73,4
2025-08-31,A1368,129907.31,2
2025-08-31,A1370,44210.0,3
2025-08-31,A1372,127906.94,2
2025-08-31,A1375,446439.48914444004,2
2025-08-31,A1378,180830.0,1
2025-08-31,A1384,96076.4,2
2025-08-31,A1385,18921.760000000002,3
2025-08-31,A1386,54840.67956224,2
2025-08-31,A1392,14029.261458199999,2
2025-08-31,A1393,90700.0,1
2025-08-31,A1394,36046.75,2
2025-08-31,A1395,245055.77964043999,4
2025-08-31,A1396,23065.4,2
2025-08-31,A1397,20409.09,2
2025-08-31,A1398,4915.84632,1
2025-08-31,A1399,35208.5,4
2025-08-31,A1400,189699.91999999998,2
2025-08-31,A1401,2647.86947838,3
2025-08-31,A1403,9072.0,1
2025-08-31,A1404,190500.0,1
2025-08-31,A1407,10346.394492000001,2
2025-08-31,A1410,121694.52,3
2025-08-31,A1412,417393.25353032,2
2025-08-31,A1413,6132.0,1
2025-08-31,A1414,110004.14,4
2025-08-31,A1415,10689.0,1
2025-08-31,A1416,63490.41936648,4
2025-08-31,A1417,156633.33,1
2025-08-31,A1418,7104.574670479999,1
2025-08-31,A1419,6791.4528759,4
2025-09-30,A1000,26964.0,1
2025-09-30,A1005,16506.0,1
2025-09-30,A1007,3052.0,1
2025-09-30,A1009,561669.0,2
2025-09-30,A1010,22424.25646454,1
2025-09-30,A1014,4266.544585590001,2
2025-09-30,A1016,17206.80088,2
2025-09-30,A1017,9197.5538,1
2025-09-30,A1019,10800.0,1
2025-09-30,A1021,10643.297045399999,2
2025-09-30,A1022,40993.09088306,4
2025-09-30,A1024,170577.27000000002,2
2025-09-30,A1026,16870.93,2
2025-09-30,A1027,11312.0,1
2025-09-30,A1028,348600.82999999996,4
2025-09-30,A1029,202871.08545816,1
2025-09-30,A1031,281333.97391568,4
2025-09-30,A1032,105391.31,2
2025-09-30,A1033,77500.0,1
2025-09-30,A1034,41459.020000000004,2
2025-09-30,A1035,155111.83,2
2025-09-30,A1037,168397.83,3
2025-09-30,A1038,25881.0,2
2025-09-30,A1039,12373.05,1
2025-09-30,A1040,121142.0,4
2025-09-30,A1041,15207.0,3
2025-09-30,A1043,9625.347,1
2025-09-30,A1044,10878.0,1
2025-09-30,A1046,24206.219999999998,2
2025-09-30,A1048,30592.18,2
2025-09-30,A1050,8188.86021372,1
2025-09-30,A1051,68620.66,2
2025-09-30,A1052,101500.0,2
2025-09-30,A1053,7374.360000000001,2
2025-09-30,A1054,127837.2942,1
2025-09-30,A1055,13249.1935394,2
2025-09-30,A1057,153174.0,1
2025-09-30,A1060,74617.22,2
2025-09-30,A1061,20265.54,2
2025-09-30,A1062,26058.940000000002,2
2025-09-30,A1064,20300.0,1
